time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-02-04T05:06:23.654Z,28.7463,87.3785,10,5.1,mb,,64,0.93,0.47,us,us6000decu,2021-02-27T10:04:38.693Z,"104 km NNE of Lobujya, Nepal",earthquake,6,1.8,0.048,140,reviewed,us,us
2021-02-04T04:38:38.947Z,58.9202,-152.3064,56.3,2.5,ml,,,,0.53,ak,ak0211lyf3vm,2021-02-15T20:36:51.904Z,"53 km SSW of Nanwalek, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2021-02-04T04:27:38.261Z,-34.2739,179.137,175.95,4.3,mb,,104,3.35,0.57,us,us6000dgpi,2021-02-12T05:52:27.040Z,"south of the Kermadec Islands",earthquake,12.2,4.5,0.16,11,reviewed,us,us
2021-02-04T04:03:04.190Z,36.4913333,-81.1313333,1.54,2.56,md,22,75,0.04419,0.34,se,se60323617,2021-02-06T18:05:10.181Z,"1 km SSW of Sparta, North Carolina",earthquake,0.53,1.61,0.093,15,reviewed,se,se
2021-02-04T03:40:12.820Z,36.6998,140.9122,57.81,4.2,mb,,135,2.18,0.93,us,us6000decf,2021-02-14T23:28:09.608Z,"17 km ESE of Kitaibaraki, Japan",earthquake,7.4,7.7,0.088,36,reviewed,us,us
2021-02-04T03:28:00.899Z,-15.3937,-173.1057,10,4.6,mb,,113,1.954,0.84,us,us6000dgph,2021-02-12T04:44:50.040Z,"96 km NE of Hihifo, Tonga",earthquake,9.3,1.8,0.146,14,reviewed,us,us
2021-02-04T03:04:18.670Z,17.885,-67.187,13,2.63,md,4,333,0.144,0.05,pr,pr2021035000,2021-02-04T03:51:37.989Z,"9 km S of Pole Ojea, Puerto Rico",earthquake,1.26,0.43,0.09,3,reviewed,pr,pr
2021-02-04T02:53:34.030Z,44.539,-115.216,5.92,2.53,ml,13,81,0.375,0.21,mb,mb80486174,2021-02-04T18:17:07.020Z,"42 km NNW of Stanley, Idaho",earthquake,0.52,1.39,0.154,14,reviewed,mb,mb
2021-02-04T02:36:35.834Z,44.5405,-115.2568,16.44,3,ml,,82,0.39,0.64,us,us6000dec3,2021-02-05T05:54:21.515Z,"43 km NW of Stanley, Idaho",earthquake,2,9.8,0.037,96,reviewed,us,us
2021-02-04T02:14:46.508Z,2.0624,125.5042,10,4.1,mb,,132,4.119,0.51,us,us6000dgpg,2021-02-12T05:31:16.040Z,"86 km NE of Laikit, Laikit II (Dimembe), Indonesia",earthquake,12.4,1.9,0.135,15,reviewed,us,us
2021-02-04T01:57:17.352Z,-16.6564,-69.776,194.39,4.2,mb,,127,0.97,0.86,us,us6000debv,2021-02-14T23:12:18.040Z,"11 km NW of Mazo Cruz, Peru",earthquake,9.9,3.6,0.176,9,reviewed,us,us
2021-02-04T01:09:29.605Z,-0.3901,135.3461,10,4.5,mb,,86,3.986,0.71,us,us6000dgqj,2021-02-12T04:50:39.040Z,"113 km NW of Insrom, Indonesia",earthquake,8.7,1.9,0.156,12,reviewed,us,us
2021-02-04T00:54:00.393Z,-21.1342,-67.959,167.27,4.4,mb,,100,1.364,0.82,us,us6000deaz,2021-02-14T02:37:11.040Z,"139 km WSW of Uyuni, Bolivia",earthquake,7.4,7.4,0.13,17,reviewed,us,us
2021-02-04T00:50:59.083Z,-33.3572,-178.8408,35,4.4,mb,,190,4.798,0.67,us,us6000dgpd,2021-02-14T02:24:04.040Z,"south of the Kermadec Islands",earthquake,16,2,0.24,5,reviewed,us,us
2021-02-03T23:34:26.934Z,-22.8197,171.6633,10,4.3,mb,,128,4.885,0.99,us,us6000dga1,2021-02-14T00:28:24.040Z,"southeast of the Loyalty Islands",earthquake,12.3,2,0.239,5,reviewed,us,us
2021-02-03T23:33:47.020Z,-22.7917,171.7381,10,4.4,mb,,126,4.95,1.05,us,us6000dg9v,2021-02-13T05:10:12.040Z,"southeast of the Loyalty Islands",earthquake,8.8,1.9,0.202,7,reviewed,us,us
2021-02-03T22:16:38.581Z,56.3736,-157.0913,8,2.7,ml,,,,0.61,ak,ak0211klgug3,2021-02-15T21:09:53.808Z,"81 km E of Chignik, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2021-02-03T21:46:40.816Z,-64.7563,176.8493,10,4.9,mb,,99,13.624,0.61,us,us6000dg9s,2021-02-13T04:22:53.040Z,"Balleny Islands region",earthquake,15.2,1.8,0.162,12,reviewed,us,us
2021-02-03T21:26:02.621Z,-36.5188,-98.87,10,4.6,mb,,127,21.355,0.82,us,us6000dg9w,2021-02-13T04:09:49.040Z,"southeast of Easter Island",earthquake,15.6,1.9,0.091,36,reviewed,us,us
2021-02-03T21:05:17.965Z,18.1799,147.6234,10,4.3,mb,,169,3.415,0.59,us,us6000dg9q,2021-02-13T02:39:50.040Z,"Mariana Islands region",earthquake,13.1,1.9,0.154,12,reviewed,us,us
2021-02-03T21:04:45.080Z,19.2096666666667,-155.414333333333,35.98,3.07,md,57,146,,0.11,hv,hv72340042,2021-02-13T02:23:29.282Z,"6 km E of Pāhala, Hawaii",earthquake,0.45,0.53,0.125788815738265,26,reviewed,hv,hv
2021-02-03T20:30:13.122Z,51.5837,-167.5551,10,2.6,ml,,322,1.826,0.65,us,us6000dhws,2021-02-16T22:32:09.040Z,"175 km SSE of Nikolski, Alaska",earthquake,4.8,2,0.148,6,reviewed,us,us
2021-02-03T20:27:17.039Z,35.11366667,-95.38083333,7.28,2.88,ml,44,94,0,0.19,ok,ok2021cjwc,2021-02-26T01:00:30.410Z,"1 km SW of Quinton, Oklahoma",earthquake,,0.5,0.15,11,reviewed,ok,ok
2021-02-03T20:09:09.464Z,43.6076,-28.7657,10,4.6,mb,,64,6.335,0.68,us,us6000de9f,2021-02-13T17:04:19.040Z,"northern Mid-Atlantic Ridge",earthquake,6.4,1.8,0.069,63,reviewed,us,us
2021-02-03T19:56:37.633Z,-25.3654,-70.8669,35,4.2,mb,,180,0.815,1,us,us6000de9a,2021-02-13T16:53:32.040Z,"38 km W of Taltal, Chile",earthquake,6.3,2,0.305,3,reviewed,us,us
2021-02-03T19:55:00.901Z,39.4132,20.1342,10,4.4,mb,,38,0.397,0.99,us,us6000de99,2021-02-16T23:12:11.942Z,"5 km ESE of Lefkímmi, Greece",earthquake,4.7,1.9,0.13,17,reviewed,us,us
2021-02-03T19:43:45.029Z,-10.1878,161.2014,75.46,4.4,mb,,130,1.442,1.04,us,us6000dg9n,2021-02-15T18:31:53.040Z,"84 km WNW of Kirakira, Solomon Islands",earthquake,10.4,8.1,0.134,16,reviewed,us,us
2021-02-03T19:37:02.333Z,31.7225,-104.5923,2.23,2.8,ml,,68,0.072,0.28,us,us6000de97,2021-02-13T16:18:12.040Z,"54 km SSW of Whites City, New Mexico",earthquake,1.2,2.7,0.045,64,reviewed,us,us
2021-02-03T19:34:01.836Z,-17.7472,-179.544,588.64,4.3,mb,,214,24.169,0.61,us,us6000dga3,2021-02-15T18:51:05.040Z,"125 km ENE of Levuka, Fiji",earthquake,26.8,10.1,0.189,8,reviewed,us,us
2021-02-03T19:30:26.126Z,36.4495,70.4477,199.41,4,mb,,86,2.222,0.68,us,us6000de96,2021-02-13T16:39:41.040Z,"54 km ESE of Farkhār, Afghanistan",earthquake,9.5,10,0.172,9,reviewed,us,us
2021-02-03T19:29:45.408Z,-22.393,171.8356,10,4.4,mb,,174,5.005,0.71,us,us6000dg9m,2021-02-15T18:25:51.040Z,"southeast of the Loyalty Islands",earthquake,10.6,1.9,0.19,9,reviewed,us,us
2021-02-03T19:06:36.689Z,62.1058,-149.5344,60.5,3.6,ml,,,,0.95,ak,ak0211kjmeea,2021-02-16T23:07:08.040Z,"17 km ESE of Susitna North, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2021-02-03T18:33:40.600Z,2.4722,95.9412,10,4.5,mb,,178,2.003,0.69,us,us6000de90,2021-02-13T16:11:59.040Z,"48 km W of Sinabang, Indonesia",earthquake,8.1,1.9,0.087,39,reviewed,us,us
2021-02-03T17:57:09.905Z,-39.0027,178.5981,10,4.6,mb,,182,1.321,1.03,us,us6000de86,2021-02-13T16:05:12.132Z,"64 km SE of Gisborne, New Zealand",earthquake,5.8,1.9,0.173,10,reviewed,us,us
2021-02-03T17:32:21.776Z,54.1291,-159.9013,10,3,ml,,211,0.726,0.98,us,us6000dhwp,2021-02-16T22:09:11.040Z,"139 km SSE of Sand Point, Alaska",earthquake,4.8,2,0.074,24,reviewed,us,us
2021-02-03T17:12:13.170Z,19.1815,-67.2318,4,3.11,md,12,287,0.7241,0.16,pr,pr2021034013,2021-02-03T18:05:14.370Z,"77 km N of San Antonio, Puerto Rico",earthquake,3.01,2.81,0.09,5,reviewed,pr,pr
2021-02-03T16:49:12.040Z,-6.2051,147.4046,40.74,5,mww,,27,3.188,0.98,us,us6000de7u,2021-02-11T00:49:44.435Z,"62 km NW of Finschhafen, Papua New Guinea",earthquake,6.9,5,0.098,10,reviewed,us,us
2021-02-03T16:43:20.278Z,-6.1196,142.5752,10,4.2,mb,,83,4.037,0.89,us,us6000dg9j,2021-02-11T00:45:51.040Z,"51 km SW of Tari, Papua New Guinea",earthquake,4.4,1.9,0.141,14,reviewed,us,us
2021-02-03T16:35:52.573Z,-61.735,-55.1596,10,5,mb,,53,1.728,1.22,us,us6000de92,2021-02-11T00:42:21.040Z,"South Shetland Islands",earthquake,7.6,1.8,0.098,34,reviewed,us,us
2021-02-03T16:03:23.790Z,19.0905,-68.8785,8,4.18,md,25,182,0.7613,1.03,pr,pr2021034012,2021-02-11T00:40:31.040Z,"21 km ENE of Miches, Dominican Republic",earthquake,2.25,31.61,0.1,14,reviewed,pr,pr
2021-02-03T14:40:34.428Z,56.6408,-155.3496,56.6,2.5,ml,,,,0.65,ak,ak0211kguijv,2021-02-15T21:08:28.401Z,"79 km WSW of Akhiok, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2021-02-03T14:29:50.176Z,34.2655,78.2901,10,4.5,mb,,84,4.218,0.69,us,us6000de6k,2021-02-09T15:13:21.040Z,"66 km E of Leh, India",earthquake,6.4,1.9,0.083,45,reviewed,us,us
2021-02-03T13:18:54.346Z,36.3395,70.4493,171.98,4.4,mb,,113,2.13,0.6,us,us6000de6c,2021-02-09T15:35:17.040Z,"59 km ESE of Farkhār, Afghanistan",earthquake,8,14.6,0.219,6,reviewed,us,us
2021-02-03T13:00:19.265Z,-15.1931,-72.0454,129,4.1,mb,,214,3.426,0.65,us,us6000de66,2021-02-05T12:35:25.040Z,"32 km ENE of Orcopampa, Peru",earthquake,12,13.6,0.185,8,reviewed,us,us
2021-02-03T12:55:12.210Z,44.2666667,-115.0646667,7.83,2.56,ml,13,77,0.089,0.26,mb,mb80486094,2021-02-04T20:27:17.040Z,"11 km WNW of Stanley, Idaho",earthquake,0.56,0.86,0.12,15,reviewed,mb,mb
2021-02-03T12:51:02.309Z,38.1554,-118.0947,11.44,2.7,ml,,50,0.222,0.37,us,us6000de64,2021-02-27T08:44:51.040Z,"26 km S of Mina, Nevada",earthquake,1.3,8.8,0.046,62,reviewed,us,us
2021-02-03T12:46:23.291Z,-22.8547,171.6122,10,4.2,mb,,193,7.896,0.49,us,us6000dg9e,2021-02-27T08:29:47.040Z,"southeast of the Loyalty Islands",earthquake,12.4,2,0.146,13,reviewed,us,us
2021-02-03T12:46:21.173Z,51.9456,-177.0677,10,2.5,ml,,169,0.041,0.41,us,us6000dear,2021-02-26T14:02:18.040Z,"30 km WNW of Adak, Alaska",earthquake,2,1.8,0.148,6,reviewed,us,us
2021-02-03T11:50:53.994Z,-3.6866,152.5157,482.01,4.4,mb,,128,0.612,0.74,us,us6000dg9d,2021-02-26T12:49:19.040Z,"69 km NE of Rabaul, Papua New Guinea",earthquake,7,10.4,0.179,9,reviewed,us,us
2021-02-03T11:41:54.339Z,-3.1441,-77.6226,26.68,4.9,mb,,117,1.766,0.58,us,us6000de5q,2021-02-26T13:05:38.040Z,"97 km SE of Sucúa, Ecuador",earthquake,7.1,4.8,0.036,238,reviewed,us,us
2021-02-03T11:40:03.060Z,19.3091,-67.2595,47,3.35,md,8,306,0.8546,0.31,pr,pr2021034010,2021-02-03T14:29:20.289Z,"92 km N of San Antonio, Puerto Rico",earthquake,2.33,9.97,0.05,4,reviewed,pr,pr
2021-02-03T11:11:15.375Z,-20.3307,-173.8138,10,5.1,mb,,39,6.675,0.55,us,us6000de5l,2021-02-26T13:29:43.040Z,"80 km SE of Pangai, Tonga",earthquake,11,1.8,0.042,189,reviewed,us,us
2021-02-03T10:42:41.548Z,-23.0775,171.6463,10,4.2,mb,,122,14.977,0.33,us,us6000dg9b,2021-02-26T12:29:47.040Z,"southeast of the Loyalty Islands",earthquake,8.9,2,0.166,12,reviewed,us,us
2021-02-03T10:37:28.529Z,12.5008,-88.8295,61.75,4.7,mb,,150,1.776,0.41,us,us6000de5f,2021-02-26T12:09:03.040Z,"91 km SSW of Puerto El Triunfo, El Salvador",earthquake,5.8,9,0.035,242,reviewed,us,us
2021-02-03T10:20:20.196Z,55.0269,165.6441,10,4.9,mb,,98,4.586,0.57,us,us6000de5d,2021-02-26T11:45:22.040Z,"240 km SE of Ust’-Kamchatsk Staryy, Russia",earthquake,8.4,1.9,0.033,294,reviewed,us,us
2021-02-03T10:01:36.935Z,51.591,-175.1369,35,2.6,ml,,235,0.629,0.29,us,us6000de9l,2021-02-26T11:17:18.040Z,"93 km SW of Atka, Alaska",earthquake,4.9,2,0.128,8,reviewed,us,us
2021-02-03T09:58:41.755Z,50.4721,-174.6177,10,3.9,mb,,211,1.724,0.56,us,us6000dg9a,2021-02-26T07:30:55.040Z,"193 km S of Atka, Alaska",earthquake,4.3,1.9,0.182,9,reviewed,us,us
2021-02-03T09:55:06.388Z,10.4151,-12.9711,10,5,mb,,47,8.844,0.38,us,us6000de5b,2021-02-26T11:11:05.451Z,"41 km NNW of Kindia, Guinea",earthquake,3.7,1.9,0.05,128,reviewed,us,us
2021-02-03T09:52:59.388Z,15.1861,-92.5748,108.93,4.2,mb,,166,1.043,0.65,us,us6000de57,2021-02-26T10:31:42.040Z,"2 km WNW of Lázaro Cárdenas, Mexico",earthquake,7.3,9.9,0.216,6,reviewed,us,us
2021-02-03T09:45:17.262Z,55.5155,-158.3466,7.2,2.5,ml,,,,0.87,ak,ak0211kdwdse,2021-02-26T08:56:41.040Z,"66 km SE of Perryville, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2021-02-03T09:42:45.980Z,32.7421667,-115.8221667,9.15,2.75,ml,56,84,0.1229,0.27,ci,ci39539495,2021-02-26T08:01:22.040Z,"16km E of Ocotillo, CA",earthquake,0.26,0.64,0.167,78,reviewed,ci,ci
2021-02-03T09:36:55.210Z,32.7431667,-115.8255,10.75,2.86,ml,57,83,0.1255,0.26,ci,ci39539487,2021-02-26T07:41:27.040Z,"16km E of Ocotillo, CA",earthquake,0.26,0.49,0.179,99,reviewed,ci,ci
2021-02-03T09:26:15.128Z,-18.1711,-178.2599,535.95,4,mb,,96,3.535,0.32,us,us6000dg98,2021-02-26T06:42:54.040Z,"256 km E of Levuka, Fiji",earthquake,14.6,10.2,0.134,15,reviewed,us,us
2021-02-03T09:23:36.290Z,32.7516667,-115.8261667,11.24,3.74,mw,74,78,0.1284,0.29,ci,ci39539439,2021-02-26T07:17:10.361Z,"16km E of Ocotillo, CA",earthquake,0.25,0.49,,6,reviewed,ci,ci
2021-02-03T08:56:46.720Z,18.7213,-68.576,145,3.83,md,9,323,0.2844,0.08,pr,pr2021034006,2021-02-10T08:31:48.040Z,"12 km NE of Otra Banda, Dominican Republic",earthquake,8.97,0.88,0.09,5,reviewed,pr,pr
2021-02-03T08:42:25.839Z,23.1303,-107.9857,10,4.9,mb,,177,4.335,0.9,us,us6000de4r,2021-02-03T09:24:28.144Z,"137 km SW of Empaque Tarriba, Mexico",earthquake,9,1.9,0.029,373,reviewed,us,us
2021-02-03T08:29:56.354Z,52.0904,-173.9584,88.8,2.6,ml,,,,0.31,ak,ak0211kd7lt0,2021-02-15T21:08:23.769Z,"20 km SE of Atka, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2021-02-03T08:25:38.490Z,-3.0087,118.9644,10,4.9,mb,,35,2.141,0.49,us,us6000de4n,2021-02-03T09:17:18.040Z,"37 km SSE of Mamuju, Indonesia",earthquake,4.9,1.9,0.082,46,reviewed,us,us
2021-02-03T07:25:03.192Z,54.0342,-159.7355,21.72,2.5,ml,,244,0.803,0.75,us,us6000dhwi,2021-03-01T14:31:49.040Z,"153 km SSE of Sand Point, Alaska",earthquake,8.3,16.3,0.115,10,reviewed,us,us
2021-02-03T07:25:01.610Z,18.5596,-68.6895,9,3.43,md,10,264,0.3115,0.15,pr,pr2021034005,2021-02-03T08:28:04.332Z,"6 km SSE of Salvaleón de Higüey, Dominican Republic",earthquake,1.18,1.34,0.11,3,reviewed,pr,pr
2021-02-03T07:23:52.630Z,17.9598,-66.8036,14,2.53,md,12,192,0.2141,0.11,pr,pr2021034004,2021-02-03T07:46:07.730Z,"4 km SSE of Indios, Puerto Rico",earthquake,0.55,0.46,0.16,7,reviewed,pr,pr
2021-02-03T07:02:02.390Z,17.384,-68.145,48,3.4,md,17,276,1.1544,0.43,pr,pr2021034002,2021-02-03T07:47:21.040Z,"120 km SSE of Boca de Yuma, Dominican Republic",earthquake,3.1,10.86,0.19,13,reviewed,pr,pr
2021-02-03T06:47:06.282Z,38.7592,141.77,66.76,4.2,mb,,182,2.099,0.47,us,us6000de45,2021-02-03T07:08:58.040Z,"34 km S of Ōfunato, Japan",earthquake,9.6,9.8,0.159,11,reviewed,us,us
2021-02-03T05:27:34.185Z,53.5866,-164.9342,48.3,3.1,ml,,,,0.49,ak,ak0211kbetlm,2021-02-15T21:08:21.739Z,"82 km SE of Akutan, Alaska",earthquake,,2.1,,,reviewed,ak,ak
2021-02-03T05:24:14.690Z,54.4284,-159.7073,23.9,2.6,ml,,,,0.77,ak,ak0211kbe6m2,2021-02-15T21:08:21.528Z,"113 km SSE of Sand Point, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2021-02-03T05:23:44.293Z,-36.1899,-97.6645,10,6.7,mww,,70,13.422,1.07,us,us6000de34,2021-02-04T05:28:33.747Z,"West Chile Rise",earthquake,10.2,1.8,0.048,41,reviewed,us,us
2021-02-03T05:12:40.410Z,37.8631667,-122.2435,9.85,2.63,md,99,20,0.0109,0.07,nc,nc73517801,2021-02-09T19:08:18.032Z,"3km ESE of Berkeley, CA",earthquake,0.11,0.18,0.166,98,reviewed,nc,nc
2021-02-03T04:34:52.320Z,17.9531,-66.986,5,2.59,md,23,202,0.0605,0.17,pr,pr2021034000,2021-02-03T04:57:06.584Z,"6 km ESE of La Parguera, Puerto Rico",earthquake,0.41,0.28,0.32,21,reviewed,pr,pr
2021-02-03T04:20:36.040Z,51.3014,100.2905,10,4.3,mb,,43,2.13,0.72,us,us6000de2w,2021-02-12T04:31:39.040Z,"34 km SW of Turt, Mongolia",earthquake,6.1,1.9,0.102,27,reviewed,us,us
2021-02-03T03:40:24.113Z,-22.8903,171.785,10,4.4,mb,,115,5.006,0.44,us,us6000dg90,2021-02-12T04:16:23.040Z,"southeast of the Loyalty Islands",earthquake,5.6,1.9,0.155,12,reviewed,us,us
2021-02-03T03:36:05.281Z,13.752,120.8608,107.41,4.4,mb,,110,0.355,0.57,us,us6000dg91,2021-02-12T04:27:05.040Z,"4 km W of Solo, Philippines",earthquake,11.1,1.9,0.107,25,reviewed,us,us
2021-02-03T03:20:41.716Z,39.2308,-114.9197,1,2.5,ml,,49,1.324,0.57,us,us6000de2r,2021-02-03T05:00:28.613Z,"3 km SW of Ely, Nevada",earthquake,3.6,2.6,0.039,88,reviewed,us,us
2021-02-03T03:20:14.382Z,-22.7771,171.8272,10,4.4,mb,,104,5.03,0.54,us,us6000dg8z,2021-02-12T03:56:02.040Z,"southeast of the Loyalty Islands",earthquake,12.2,1.9,0.179,9,reviewed,us,us
2021-02-03T02:49:30.797Z,-22.727,171.6789,10,4.4,mb,,113,4.888,0.56,us,us6000dg8x,2021-02-13T02:14:01.040Z,"southeast of the Loyalty Islands",earthquake,11.9,2,0.189,8,reviewed,us,us
2021-02-03T02:27:39.880Z,36.35833333,-97.3615,7.92,2.93,ml,79,34,0,0.22,ok,ok2021cimm,2021-02-13T01:12:37.040Z,"10 km NW of Perry, Oklahoma",earthquake,,0.6,0.21,33,reviewed,ok,ok
2021-02-03T01:44:33.287Z,-22.8734,171.7783,10,5,mb,,64,4.998,0.72,us,us6000de2l,2021-02-13T00:38:04.040Z,"southeast of the Loyalty Islands",earthquake,9.9,1.8,0.097,34,reviewed,us,us
2021-02-03T01:41:09.915Z,-22.7329,171.6788,10,4.9,mb,,88,4.888,1.03,us,us6000dg8u,2021-02-12T06:10:59.040Z,"southeast of the Loyalty Islands",earthquake,9.4,1.4,0.136,17,reviewed,us,us
2021-02-03T01:38:56.638Z,-20.3548,-177.8606,530.2,4.8,mb,,37,6.018,0.76,us,us6000de2c,2021-02-12T06:01:07.040Z,"289 km WNW of Haveluloto, Tonga",earthquake,10.9,5.7,0.069,64,reviewed,us,us
2021-02-03T00:51:36.642Z,-22.7832,171.8306,10,5.3,mb,,54,5.034,1.23,us,us6000de1w,2021-02-11T00:35:34.040Z,"southeast of the Loyalty Islands",earthquake,9.5,1.8,0.057,104,reviewed,us,us
2021-02-03T00:49:45.346Z,-22.9499,171.7882,10,5,mb,,64,5.018,0.74,us,us6000de1p,2021-02-11T00:32:39.040Z,"southeast of the Loyalty Islands",earthquake,8.9,1.8,0.074,60,reviewed,us,us
2021-02-03T00:49:17.002Z,54.3376,-159.7058,23.7,2.7,ml,,261,0.499,0.6,us,us6000dhw3,2021-02-17T03:51:50.040Z,"122 km SSE of Sand Point, Alaska",earthquake,5.6,13.1,0.105,12,reviewed,us,us
2021-02-03T00:42:20.133Z,-22.7457,171.7984,10,5.6,mww,,61,5,1.21,us,us6000de1j,2021-02-11T00:32:58.976Z,"southeast of the Loyalty Islands",earthquake,9,1.8,0.078,16,reviewed,us,us
2021-02-03T00:39:12.894Z,60.0659,-140.6121,8,2.7,ml,,,,0.73,ak,ak0211k8i6qf,2021-02-17T03:49:36.040Z,"76 km NW of Yakutat, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2021-02-03T00:31:00.985Z,-22.8692,171.7787,10,4.6,mb,,116,4.997,1.17,us,us6000dg8t,2021-02-11T00:23:54.040Z,"southeast of the Loyalty Islands",earthquake,6.2,1.9,0.132,17,reviewed,us,us
2021-02-03T00:20:48.467Z,-23.121,171.5205,10,4.6,mb,,114,4.806,0.8,us,us6000dg8q,2021-02-11T00:20:01.040Z,"southeast of the Loyalty Islands",earthquake,10.6,1.9,0.182,9,reviewed,us,us
2021-02-03T00:11:39.072Z,-22.951,171.6541,10,4.4,mb,,114,4.896,0.84,us,us6000dg9x,2021-02-11T00:16:50.040Z,"southeast of the Loyalty Islands",earthquake,13.2,2,0.219,6,reviewed,us,us
2021-02-03T00:11:02.877Z,-22.5923,171.6581,10,4.3,mb,,126,4.855,1.08,us,us6000dg8p,2021-02-11T00:14:08.040Z,"southeast of the Loyalty Islands",earthquake,8.7,1.9,0.239,5,reviewed,us,us
2021-02-03T00:05:33.762Z,-22.7842,171.8373,10,5.2,mb,,61,5.04,0.81,us,us6000de1c,2021-02-11T00:05:58.040Z,"southeast of the Loyalty Islands",earthquake,9.2,1.8,0.051,125,reviewed,us,us
2021-02-03T00:00:06.910Z,-22.9073,171.6719,10,5.3,mb,,82,4.905,0.64,us,us6000dga0,2021-02-11T00:01:25.040Z,"southeast of the Loyalty Islands",earthquake,12.2,1.9,0.149,15,reviewed,us,us
2021-02-02T23:58:34.546Z,-22.7369,171.9044,9,5.8,mww,,26,5.096,1.21,us,us6000de19,2021-02-10T03:17:58.881Z,"southeast of the Loyalty Islands",earthquake,8.2,1.7,0.057,30,reviewed,us,us
2021-02-02T23:50:42.257Z,-22.7367,171.8679,10,4.9,mb,,64,5.062,1.03,us,us6000de13,2021-02-10T03:10:44.040Z,"southeast of the Loyalty Islands",earthquake,11.2,1.8,0.087,42,reviewed,us,us
2021-02-02T23:44:42.420Z,-22.8368,171.6497,10,4.5,mb,,110,4.875,0.98,us,us6000dg02,2021-02-10T03:05:14.040Z,"southeast of the Loyalty Islands",earthquake,8.8,1.7,0.151,13,reviewed,us,us
2021-02-02T23:39:36.409Z,-7.9775,108.9834,106.18,4.3,mb,,121,1.417,1.13,us,us6000dg01,2021-02-10T02:52:46.040Z,"47 km SW of Kroya, Indonesia",earthquake,4.4,6.5,0.138,15,reviewed,us,us
2021-02-02T23:37:11.108Z,-22.619,171.7621,10,4.6,mb,,114,4.953,1.17,us,us6000dg00,2021-02-10T02:46:39.040Z,"southeast of the Loyalty Islands",earthquake,7.3,1.8,0.126,21,reviewed,us,us
2021-02-02T22:57:54.923Z,-15.1744,-75.8571,10,4.5,mb,,71,3.309,1.08,us,us6000de0t,2021-02-10T02:39:56.040Z,"77 km WNW of San Juan, Peru",earthquake,10.2,1.9,0.128,18,reviewed,us,us
2021-02-02T22:32:07.873Z,54.5165,-159.8577,25.1,2.7,ml,,246,0.351,0.54,us,us6000dhzk,2021-02-17T03:45:12.040Z,"100 km SSE of Sand Point, Alaska",earthquake,4,10.9,0.085,18,reviewed,us,us
2021-02-02T22:03:46.815Z,41.0165,71.5968,10,4.3,mb,,92,1.127,1.29,us,us6000dfzz,2021-02-10T00:57:58.040Z,"6 km WNW of Namangan, Uzbekistan",earthquake,3.9,1.9,0.154,12,reviewed,us,us
2021-02-02T21:54:28.220Z,17.1538,-67.5893,7,3.35,md,15,268,0.9783,0.23,pr,pr2021033014,2021-02-02T22:37:59.913Z,"100 km SSW of Pole Ojea, Puerto Rico",earthquake,3.43,3.34,0.12,6,reviewed,pr,pr
2021-02-02T21:50:32.877Z,4.9743,127.4654,104.6,4.3,mb,,108,2.802,0.6,us,us6000dfzx,2021-02-10T00:51:14.040Z,"209 km SE of Pondaguitan, Philippines",earthquake,9,4,0.114,22,reviewed,us,us
2021-02-02T20:49:27.581Z,-16.286,177.9523,10,5.7,mww,,35,4.269,0.74,us,us6000ddzk,2021-02-03T21:37:58.336Z,"141 km NNE of Ba, Fiji",earthquake,7.2,1.7,0.071,19,reviewed,us,us
2021-02-02T19:42:08.609Z,63.3948,-145.1529,8,3.1,ml,,,,1.11,ak,ak0211iwapjj,2021-02-16T18:30:03.154Z,"37 km SW of Dry Creek, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2021-02-02T17:54:54.243Z,58.6724,-155.1622,139.2,2.7,ml,,,,0.53,ak,ak0211iv6idp,2021-02-16T05:34:53.916Z,"84 km SSE of Igiugig, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2021-02-02T17:46:05.510Z,17.9428,-66.8826,8,2.59,md,16,196,0.0325,0.14,pr,pr2021033013,2021-02-02T18:34:38.224Z,"3 km S of Maria Antonia, Puerto Rico",earthquake,0.57,0.39,0.06,7,reviewed,pr,pr
2021-02-02T17:46:00.342Z,59.6304,-154.2205,168.9,2.8,ml,,,,0.43,ak,ak0211iv4leo,2021-02-16T05:34:53.091Z,"17 km ENE of Pope-Vannoy Landing, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2021-02-02T17:34:10.540Z,35.9651,75.9777,64.06,4,mb,,99,3.209,1.05,us,us6000ddyb,2021-02-02T18:36:10.040Z,"80 km NNE of Skardu, Pakistan",earthquake,8.3,9.2,0.122,20,reviewed,us,us
2021-02-02T16:52:10.477Z,52.919,-167.4955,53.8,2.6,ml,,,,0.51,ak,ak0211iukjyq,2021-02-16T05:34:52.270Z,"91 km E of Nikolski, Alaska",earthquake,,2,,,reviewed,ak,ak
